state_id,warm_start_index,warm_start_kind,first_action_a,objective_value,optimizer_success,prediction_feasible,used_fallback,status,minimum_constraint_margin
audit_000,0,default,6.002612157685901,0.04400624933534351,True,True,False,Optimization terminated successfully,0.0
audit_000,1,constant_0.0,6.00261215768592,0.04400624935037104,True,True,False,Optimization terminated successfully,0.0
audit_000,2,constant_2.5,6.002612157685909,0.04400624933460624,True,True,False,Optimization terminated successfully,0.0
audit_000,3,constant_5.0,6.002612157685903,0.04400624934254118,True,True,False,Optimization terminated successfully,0.0
audit_000,4,constant_7.5,6.002612157685929,0.044006249334974004,True,True,False,Optimization terminated successfully,0.0
audit_000,5,constant_10.0,6.002612157685932,0.044006249334732905,True,True,False,Optimization terminated successfully,0.0
audit_000,6,ramp_up,6.002612157685936,0.044006249338703035,True,True,False,Optimization terminated successfully,0.0
audit_000,7,ramp_down,6.002612157685907,0.044006249334556755,True,True,False,Optimization terminated successfully,0.0
audit_000,8,alternating,6.00261215768593,0.044006249334567094,True,True,False,Optimization terminated successfully,0.0
audit_000,9,random_09,6.002612157685913,0.044006249342623024,True,True,False,Optimization terminated successfully,0.0
audit_000,10,random_10,6.002612157685914,0.04400624935811421,True,True,False,Optimization terminated successfully,0.0
audit_000,11,random_11,6.002612157685923,0.044006249379926414,True,True,False,Optimization terminated successfully,0.0
audit_000,12,random_12,6.002612157685931,0.04400624933456821,True,True,False,Optimization terminated successfully,0.0
audit_000,13,random_13,6.002612157685927,0.044006249339874126,True,True,False,Optimization terminated successfully,0.0
audit_000,14,random_14,6.002612157685915,0.04400624933462817,True,True,False,Optimization terminated successfully,0.0
audit_001,0,default,5.846069810149218,0.03351806100576918,True,True,False,Optimization terminated successfully,0.0
audit_001,1,constant_0.0,5.8460698101492055,0.03351806100383848,True,True,False,Optimization terminated successfully,0.0
audit_001,2,constant_2.5,5.846069810149196,0.03351806100212015,True,True,False,Optimization terminated successfully,0.0
audit_001,3,constant_5.0,5.846069810149205,0.033518061179372505,True,True,False,Optimization terminated successfully,0.0
audit_001,4,constant_7.5,5.8460698101492055,0.03351806100228519,True,True,False,Optimization terminated successfully,0.0
audit_001,5,constant_10.0,5.84606981014921,0.033518061003801836,True,True,False,Optimization terminated successfully,0.0
audit_001,6,ramp_up,5.846069810149204,0.03351806100215976,True,True,False,Optimization terminated successfully,0.0
audit_001,7,ramp_down,5.846069810149194,0.033518061002131574,True,True,False,Optimization terminated successfully,0.0
audit_001,8,alternating,5.846069810149204,0.033518061004847624,True,True,False,Optimization terminated successfully,0.0
audit_001,9,random_09,5.846069810149201,0.03351806100212218,True,True,False,Optimization terminated successfully,0.0
audit_001,10,random_10,5.846069810149198,0.033518061216170146,True,True,False,Optimization terminated successfully,0.0
audit_001,11,random_11,5.846069810149201,0.033518061030050665,True,True,False,Optimization terminated successfully,0.0
audit_001,12,random_12,5.846069810149204,0.03351814651602418,True,True,False,Optimization terminated successfully,0.0
audit_001,13,random_13,5.846069810149188,0.03351806100267631,True,True,False,Optimization terminated successfully,0.0
audit_001,14,random_14,5.846069810149185,0.033518061042442586,True,True,False,Optimization terminated successfully,0.0
audit_002,0,default,5.773999847396498,0.029034982905775338,True,True,False,Optimization terminated successfully,1.7763568394002505e-15
audit_002,1,constant_0.0,5.7739998473965155,0.029034982904577913,True,True,False,Optimization terminated successfully,8.881784197001252e-16
audit_002,2,constant_2.5,5.773999847396533,0.029034982904156136,True,True,False,Optimization terminated successfully,-8.881784197001252e-16
audit_002,3,constant_5.0,5.773999847396542,0.029034982905795054,True,True,False,Optimization terminated successfully,-8.881784197001252e-16
