trajectory_id,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_core_temperature_c,state_surface_temperature_c,state_previous_current_a,state_ambient_temperature_c,split
phase6r_ic_0128,0.4480208333333333,0.0453515625,0.018148148148148146,31.73344,29.334693877551018,7.280240420736289,25.0,train
phase6r_ic_0129,0.4507291666666666,0.0228515625,0.048148148148148134,25.34944,30.534693877551017,8.189331329827198,25.0,train
phase6r_ic_0130,0.45343749999999994,0.0678515625,0.07814814814814813,27.02944,31.734693877551017,9.098422238918108,25.0,train
phase6r_ic_0131,0.45614583333333336,0.011601562499999999,0.028148148148148144,28.70944,32.93469387755102,0.09015777610818933,25.0,validation
phase6r_ic_0132,0.4588541666666667,0.0566015625,0.05814814814814814,30.38944,25.90612244897959,0.9992486851990985,25.0,train
phase6r_ic_0133,0.4615625,0.0341015625,0.08814814814814813,32.06944,27.10612244897959,1.9083395942900074,25.0,train
phase6r_ic_0134,0.4642708333333334,0.0791015625,0.002592592592592592,25.68544,28.30612244897959,2.817430503380916,25.0,train
phase6r_ic_0135,0.4669791666666667,0.0059765625,0.03259259259259259,27.36544,29.50612244897959,3.7265214124718256,25.0,train
phase6r_ic_0136,0.46968750000000004,0.050976562499999996,0.06259259259259259,29.04544,30.706122448979592,4.635612321562735,25.0,train
phase6r_ic_0137,0.47239583333333335,0.0284765625,0.012592592592592593,30.72544,31.906122448979588,5.544703230653644,25.0,train
phase6r_ic_0138,0.47510416666666666,0.0734765625,0.042592592592592585,32.40544,33.10612244897959,6.453794139744553,25.0,validation
phase6r_ic_0139,0.4778125000000001,0.0172265625,0.07259259259259258,26.02144,26.077551020408162,7.362885048835462,25.0,train
phase6r_ic_0140,0.4805208333333334,0.0622265625,0.022592592592592588,27.701439999999998,27.27755102040816,8.271975957926372,25.0,train
phase6r_ic_0141,0.4832291666666667,0.0397265625,0.052592592592592594,29.381439999999998,28.477551020408164,9.18106686701728,25.0,train
phase6r_ic_0142,0.4859375,0.08472656249999999,0.08259259259259258,31.06144,29.67755102040816,0.17280240420736287,25.0,validation
phase6r_ic_0143,0.48864583333333333,0.0031640624999999998,0.005925925925925925,32.74144,30.877551020408163,1.081893313298272,25.0,train
phase6r_ic_0144,0.49135416666666665,0.0481640625,0.035925925925925924,26.35744,32.07755102040816,1.990984222389181,25.0,train
phase6r_ic_0145,0.49406249999999996,0.025664062499999998,0.06592592592592593,28.03744,33.27755102040816,2.90007513148009,25.0,test
phase6r_ic_0146,0.4967708333333334,0.0706640625,0.015925925925925927,29.71744,25.073469387755104,3.8091660405709993,25.0,train
phase6r_ic_0147,0.4994791666666667,0.0144140625,0.045925925925925926,31.39744,26.273469387755103,4.7182569496619085,25.0,train
phase6r_ic_0148,0.5021875,0.059414062499999996,0.07592592592592591,33.077439999999996,27.473469387755102,5.627347858752817,25.0,train
phase6r_ic_0149,0.5048958333333333,0.0369140625,0.02592592592592592,25.08064,28.6734693877551,6.536438767843728,25.0,validation
phase6r_ic_0150,0.5076041666666666,0.0819140625,0.05592592592592592,26.76064,29.8734693877551,7.445529676934636,25.0,train
phase6r_ic_0151,0.5103125000000001,0.0087890625,0.0859259259259259,28.44064,31.0734693877551,8.354620586025547,25.0,test
phase6r_ic_0152,0.5130208333333334,0.0537890625,0.009259259259259259,30.12064,32.2734693877551,9.263711495116455,25.0,train
phase6r_ic_0153,0.5157291666666667,0.0312890625,0.03925925925925925,31.80064,25.244897959183675,0.2554470323065364,25.0,train
phase6r_ic_0154,0.5184375,0.07628906249999999,0.06925925925925926,25.41664,26.444897959183674,1.1645379413974457,25.0,train
phase6r_ic_0155,0.5211458333333334,0.0200390625,0.019259259259259257,27.09664,27.644897959183673,2.0736288504883547,25.0,test
phase6r_ic_0156,0.5238541666666667,0.0650390625,0.04925925925925925,28.77664,28.844897959183672,2.982719759579264,25.0,test
phase6r_ic_0157,0.5265625,0.042539062499999995,0.07925925925925925,30.45664,30.044897959183672,3.891810668670173,25.0,train
phase6r_ic_0158,0.5292708333333334,0.0875390625,0.029259259259259256,32.13664,31.24489795918367,4.800901577761082,25.0,train
phase6r_ic_0159,0.5319791666666667,0.0017578124999999998,0.059259259259259255,25.75264,32.44489795918367,5.709992486851991,25.0,train
phase6r_ic_0160,0.5346875,0.046757812499999996,0.08925925925925925,27.43264,25.416326530612245,6.6190833959429005,25.0,validation
phase6r_ic_0161,0.5373958333333334,0.0242578125,0.0007407407407407406,29.11264,26.616326530612245,7.52817430503381,25.0,train
phase6r_ic_0162,0.5401041666666667,0.0692578125,0.03074074074074074,30.79264,27.816326530612244,8.43726521412472,25.0,train
phase6r_ic_0163,0.5428125,0.0130078125,0.060740740740740734,32.47264,29.016326530612243,9.346356123215628,25.0,train
phase6r_ic_0164,0.5455208333333333,0.0580078125,0.01074074074074074,26.088639999999998,30.216326530612243,0.33809166040571,25.0,test
phase6r_ic_0165,0.5482291666666667,0.0355078125,0.04074074074074074,27.768639999999998,31.416326530612242,1.2471825694966192,25.0,validation
phase6r_ic_0166,0.5509375,0.0805078125,0.07074074074074073,29.44864,32.61632653061224,2.1562734785875284,25.0,validation
phase6r_ic_0167,0.5536458333333333,0.0073828125,0.020740740740740737,31.12864,25.587755102040816,3.065364387678437,25.0,train
phase6r_ic_0168,0.5563541666666667,0.0523828125,0.05074074074074074,32.80864,26.787755102040816,3.9744552967693463,25.0,train
phase6r_ic_0169,0.5590625,0.029882812499999998,0.08074074074074072,26.42464,27.987755102040815,4.883546205860256,25.0,test
phase6r_ic_0170,0.5617708333333333,0.07488281249999999,0.004074074074074074,28.10464,29.187755102040818,5.792637114951164,25.0,test
phase6r_ic_0171,0.5644791666666666,0.0186328125,0.03407407407407407,29.78464,30.387755102040813,6.701728024042074,25.0,train
phase6r_ic_0172,0.5671875000000001,0.0636328125,0.06407407407407407,31.46464,31.587755102040813,7.610818933132983,25.0,train
phase6r_ic_0173,0.5698958333333334,0.0411328125,0.014074074074074072,33.144639999999995,32.78775510204081,8.519909842223893,25.0,train
phase6r_ic_0174,0.5726041666666667,0.0861328125,0.04407407407407407,25.14784,25.759183673469387,9.429000751314803,25.0,train
phase6r_ic_0175,0.5753125,0.0045703125,0.07407407407407406,26.82784,26.959183673469386,0.42073628850488354,25.0,train
phase6r_ic_0176,0.5780208333333334,0.0495703125,0.024074074074074074,28.50784,28.159183673469386,1.3298271975957925,25.0,train
phase6r_ic_0177,0.5807291666666667,0.0270703125,0.054074074074074066,30.18784,29.35918367346939,2.2389181066867017,25.0,test
phase6r_ic_0178,0.5834375,0.0720703125,0.08407407407407405,31.86784,30.559183673469384,3.1480090157776104,25.0,train
phase6r_ic_0179,0.5861458333333334,0.0158203125,0.007407407407407407,25.48384,31.759183673469387,4.05709992486852,25.0,train
phase6r_ic_0180,0.5888541666666667,0.0608203125,0.0374074074074074,27.16384,32.95918367346938,4.966190833959429,25.0,train
phase6r_ic_0181,0.5915625,0.0383203125,0.0674074074074074,28.84384,25.930612244897958,5.875281743050338,25.0,train
phase6r_ic_0182,0.5942708333333333,0.0833203125,0.017407407407407406,30.52384,27.13061224489796,6.784372652141247,25.0,train
phase6r_ic_0183,0.5969791666666666,0.0101953125,0.0474074074074074,32.20384,28.33061224489796,7.693463561232157,25.0,train
phase6r_ic_0184,0.5996875,0.055195312499999996,0.0774074074074074,25.81984,29.53061224489796,8.602554470323065,25.0,train
phase6r_ic_0185,0.6023958333333334,0.0326953125,0.027407407407407408,27.49984,30.73061224489796,9.511645379413975,25.0,train
phase6r_ic_0186,0.6051041666666667,0.0776953125,0.05740740740740741,29.17984,31.930612244897958,0.5033809166040571,25.0,train
phase6r_ic_0187,0.6078125,0.0214453125,0.08740740740740739,30.85984,33.13061224489796,1.4124718256949662,25.0,train
phase6r_ic_0188,0.6105208333333333,0.06644531249999999,0.0018518518518518515,32.53984,26.10204081632653,2.3215627347858754,25.0,train
phase6r_ic_0189,0.6132291666666666,0.0439453125,0.03185185185185185,26.15584,27.30204081632653,3.230653643876784,25.0,train
phase6r_ic_0190,0.6159374999999999,0.0889453125,0.06185185185185184,27.83584,28.50204081632653,4.139744552967693,25.0,train
phase6r_ic_0191,0.6186458333333333,0.0010546875,0.01185185185185185,29.51584,29.70204081632653,5.048835462058604,25.0,train
phase6r_ic_0192,0.6213541666666667,0.0460546875,0.04185185185185185,31.19584,30.90204081632653,5.9579263711495125,25.0,train
phase6r_ic_0193,0.6240625,0.023554687499999998,0.07185185185185185,32.87584,32.10204081632653,6.867017280240421,25.0,train
phase6r_ic_0194,0.6267708333333334,0.0685546875,0.021851851851851848,26.49184,33.302040816326524,7.776108189331331,25.0,test
phase6r_ic_0195,0.6294791666666667,0.0123046875,0.05185185185185185,28.17184,25.09795918367347,8.68519909842224,25.0,test
phase6r_ic_0196,0.6321875,0.0573046875,0.08185185185185184,29.85184,26.29795918367347,9.59429000751315,25.0,train
phase6r_ic_0197,0.6348958333333333,0.0348046875,0.005185185185185184,31.531840000000003,27.49795918367347,0.5860255447032306,25.0,train
phase6r_ic_0198,0.6376041666666666,0.0798046875,0.03518518518518518,33.21184,28.69795918367347,1.4951164537941397,25.0,train
phase6r_ic_0199,0.6403125000000001,0.0066796875,0.06518518518518518,25.21504,29.897959183673468,2.4042073628850487,25.0,train
phase6r_ic_0200,0.6430208333333334,0.051679687499999995,0.015185185185185184,26.895039999999998,31.097959183673467,3.313298271975958,25.0,train
phase6r_ic_0201,0.6457291666666667,0.0291796875,0.045185185185185175,28.57504,32.29795918367347,4.222389181066867,25.0,validation
phase6r_ic_0202,0.6484375,0.0741796875,0.07518518518518517,30.25504,25.26938775510204,5.131480090157777,25.0,validation
phase6r_ic_0203,0.6511458333333333,0.0179296875,0.025185185185185185,31.93504,26.46938775510204,6.040570999248685,25.0,validation
phase6r_ic_0204,0.6538541666666666,0.0629296875,0.055185185185185184,25.55104,27.66938775510204,6.9496619083395945,25.0,train
phase6r_ic_0205,0.6565624999999999,0.0404296875,0.08518518518518517,27.23104,28.86938775510204,7.858752817430505,25.0,train
phase6r_ic_0206,0.6592708333333334,0.08542968749999999,0.008518518518518517,28.91104,30.06938775510204,8.767843726521413,25.0,train
phase6r_ic_0207,0.6619791666666667,0.0038671875,0.038518518518518514,30.59104,31.269387755102038,9.676934635612323,25.0,train
phase6r_ic_0208,0.6646875,0.0488671875,0.06851851851851852,32.27104,32.46938775510204,0.6686701728024043,25.0,train
phase6r_ic_0209,0.6673958333333333,0.0263671875,0.018518518518518517,25.88704,25.440816326530612,1.5777610818933132,25.0,train
phase6r_ic_0210,0.6701041666666666,0.0713671875,0.0485185185185185,27.56704,26.64081632653061,2.4868519909842224,25.0,validation
phase6r_ic_0211,0.6728125,0.015117187499999999,0.0785185185185185,29.24704,27.84081632653061,3.395942900075131,25.0,train
phase6r_ic_0212,0.6755208333333333,0.060117187499999995,0.028518518518518516,30.927039999999998,29.04081632653061,4.305033809166041,25.0,train
phase6r_ic_0213,0.6782291666666667,0.037617187499999996,0.05851851851851851,32.60704,30.240816326530613,5.214124718256951,25.0,train
phase6r_ic_0214,0.6809375,0.0826171875,0.0885185185185185,26.22304,31.44081632653061,6.123215627347859,25.0,train
phase6r_ic_0215,0.6836458333333334,0.009492187499999999,0.0029629629629629624,27.90304,32.64081632653061,7.032306536438768,25.0,validation
phase6r_ic_0216,0.6863541666666667,0.0544921875,0.032962962962962965,29.58304,25.612244897959183,7.941397445529677,25.0,train
phase6r_ic_0217,0.6890625,0.0319921875,0.06296296296296296,31.26304,26.812244897959182,8.850488354620587,25.0,test
phase6r_ic_0218,0.6917708333333333,0.0769921875,0.01296296296296296,32.943039999999996,28.012244897959185,9.759579263711496,25.0,validation
