time_s,charge_current_a,raw_requested_current_a,soc,terminal_voltage_v,average_temperature_c,core_temperature_c,surface_temperature_c,evaluation_time_s,optimizer_success,prediction_feasible,used_fallback,target_current_cap_active,source
0.0,0.0,0.0,0.1,3.2959070147319616,25.0,25.0,25.0,0.0,True,True,False,False,phase6r_full_state_pure_dfn
5.0,2.53757746328795,2.53757746328795,0.10070488262869111,3.401636841538995,25.02675664071745,25.02682259797387,25.026492811691767,4.74e-05,True,True,False,False,phase6r_full_state_pure_dfn
10.0,4.652006469869132,4.652006469869132,0.10199710664809919,3.4711609628785,25.102272943077026,25.102511829153357,25.10131739877169,4.92e-05,True,True,False,False,phase6r_full_state_pure_dfn
15.0,6.893795573402167,6.893795573402167,0.10391204986293313,3.538894146922826,25.24761592298296,25.24816942881653,25.245401899648662,5.83e-05,True,True,False,False,phase6r_full_state_pure_dfn
20.0,9.176641055696283,9.176641055696283,0.10646111682284877,3.6061403220631583,25.48128478211794,25.482309630393996,25.47718538901372,7.04e-05,True,True,False,False,phase6r_full_state_pure_dfn
25.0,9.804683990938951,9.804683990938951,0.10918464015366514,3.6431762032339616,25.74712755918347,25.748391408310596,25.742072162674965,6.14e-05,True,True,False,False,phase6r_full_state_pure_dfn
30.0,9.419874843009055,9.419874843009055,0.111801272054501,3.659009750131098,26.002731127937068,26.00401377965687,25.997600521057866,5.75e-05,True,True,False,False,phase6r_full_state_pure_dfn
35.0,9.194528861825592,9.194528861825592,0.11435530784945254,3.6725293147798617,26.25304218718088,26.254359660135943,26.247772295360633,7.26e-05,True,True,False,False,phase6r_full_state_pure_dfn
40.0,8.985472591663148,8.985472591663148,0.11685127245824786,3.682901655906061,26.497361557947897,26.498705322982335,26.491986497810135,6.87e-05,True,True,False,False,phase6r_full_state_pure_dfn
45.0,8.796250375710022,8.796250375710022,0.11929467534038952,3.690917411115309,26.7353361055591,26.73670144226315,26.729874758742888,6.610000000000001e-05,True,True,False,False,phase6r_full_state_pure_dfn
50.0,8.622105293534135,8.622105293534135,0.12168970458859346,3.6970763767566632,26.966647158584806,26.968030526263977,26.961113687868124,7.44e-05,True,True,False,False,phase6r_full_state_pure_dfn
55.0,8.459417297563133,8.459417297563133,0.12403954272680542,3.7017704413845998,27.19104450781225,27.19244313154087,27.18545001289777,0.0001016,True,True,False,False,phase6r_full_state_pure_dfn
60.0,8.305870722516639,8.305870722516639,0.1263467290386156,3.7053152754402126,27.408375065311418,27.40978676747263,27.40272825666657,6.26e-05,True,True,False,False,phase6r_full_state_pure_dfn
65.0,8.160069423268938,8.160069423268938,0.12861341498952364,3.707962971058016,27.618578402478533,27.620001494872202,27.612886032903855,6.27e-05,True,True,False,False,phase6r_full_state_pure_dfn
