time_s,charge_current_a,raw_requested_current_a,soc,terminal_voltage_v,average_temperature_c,core_temperature_c,surface_temperature_c,evaluation_time_s,optimizer_success,prediction_feasible,used_fallback,target_current_cap_active,source
0.0,0.0,0.0,0.1,3.2959070147319616,25.0,25.0,25.0,0.0,True,True,False,False,phase6r_full_state_feasible_interval_reduced
5.0,1.999006726334101,1.999006726334101,0.10055527964620392,3.3454809682947,25.006997502959152,25.00703843397054,25.00683377891361,0.0001216,True,True,False,False,phase6r_full_state_feasible_interval_reduced
10.0,3.9970084327894995,3.9970084327894995,0.10166555976642323,3.400749261436504,25.036470745225433,25.036644424684596,25.035776027388774,6.75e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
15.0,5.994984398668481,5.994984398668481,0.10333083321049781,3.4608250494006927,25.105628621089537,25.106039819916514,25.103983825781615,5.6800000000000005e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
20.0,7.9929104825405375,7.9929104825405375,0.10555108612231463,3.5250118683250538,25.232914813620873,25.233678672293212,25.2298593789315,6.500000000000001e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
25.0,9.87319160930283,9.87319160930283,0.10829363934712097,3.589855684563799,25.433202283110376,25.434416428234087,25.428345702615527,6.41e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
30.0,9.519679856001767,9.519679856001767,0.11093799486267701,3.60216433561975,25.631240132547717,25.632477742350257,25.626289693337544,8.37e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
35.0,9.359984158635024,9.359984158635024,0.11353799046229784,3.615496111272519,25.831054436199874,25.832338650739924,25.82591757803967,7.24e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
40.0,9.194609032496057,9.194609032496057,0.11609204852688008,3.626271542817489,26.030345648433713,26.03166334157887,26.02507487585309,6.31e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
45.0,9.0160996541309,9.0160996541309,0.11859652065302756,3.63481389808094,26.227053389727182,26.22839241393698,26.221697292887985,6.25e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
50.0,8.842553320607076,8.842553320607076,0.1210527854643073,3.6419309262257835,26.42019604756284,26.421550188639287,26.414779483257057,6.26e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
55.0,8.684087420577844,8.684087420577844,0.12346503197002337,3.648191743188451,26.60948920298973,26.61085614536103,26.604021433504528,0.00010850000000000001,True,True,False,False,phase6r_full_state_feasible_interval_reduced
60.0,8.541611455963446,8.541611455963446,0.1258377018189021,3.6538887798032014,26.794920083767664,26.79629904880276,26.78940422362729,7.87e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
65.0,8.412801639060332,8.412801639060332,0.12817459116308552,3.6591745111236955,26.976559686725945,26.977950383449723,26.970996899830823,7.33e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
70.0,8.295171231429544,8.295171231429544,0.13047880539403817,3.664143560563818,27.154506896385755,27.155909209929682,27.148897642210052,7.02e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
75.0,8.186762998737679,8.186762998737679,0.13275290622702085,3.6688622215642677,27.328872885601744,27.330286791058008,27.323217263776687,6.85e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
80.0,8.086151454364392,8.086151454364392,0.13499905940878873,3.6733796941126373,27.499776156967748,27.501201692631962,27.4940740143109,6.98e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
85.0,7.992278835676434,7.992278835676434,0.1372191368631433,3.677732544571052,27.667338894602533,27.668776141974377,27.661589905115164,7.780000000000001e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
90.0,7.900597468283043,7.900597468283043,0.1394137472709997,3.681855432813017,27.83154648337369,27.832994746105605,27.82575343244603,6.560000000000001e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
95.0,7.776542904104882,7.776542904104882,0.1415738980776955,3.684919806328345,27.9911406179584,27.992591922223873,27.985335400896503,6.55e-05,True,True,False,False,phase6r_full_state_feasible_interval_reduced
