state_id,warm_start_index,warm_start_kind,first_action_a,objective_value,optimizer_success,prediction_feasible,used_fallback,status,minimum_constraint_margin
audit_000,0,default,6.002612157685901,0.04400624933534351,True,True,False,Optimization terminated successfully,0.0
audit_000,1,constant_0.0,6.00261215768592,0.04400624935037104,True,True,False,Optimization terminated successfully,0.0
audit_000,2,constant_2.5,6.002612157685909,0.04400624933460624,True,True,False,Optimization terminated successfully,0.0
audit_000,3,constant_5.0,6.002612157685903,0.04400624934254118,True,True,False,Optimization terminated successfully,0.0
audit_000,4,constant_7.5,6.002612157685929,0.044006249334974004,True,True,False,Optimization terminated successfully,0.0
audit_000,5,constant_10.0,6.002612157685932,0.044006249334732905,True,True,False,Optimization terminated successfully,0.0
audit_000,6,ramp_up,6.002612157685936,0.044006249338703035,True,True,False,Optimization terminated successfully,0.0
audit_000,7,ramp_down,6.002612157685907,0.044006249334556755,True,True,False,Optimization terminated successfully,0.0
audit_000,8,alternating,6.00261215768593,0.044006249334567094,True,True,False,Optimization terminated successfully,0.0
audit_000,9,random_09,6.002612157685913,0.044006249342623024,True,True,False,Optimization terminated successfully,0.0
audit_000,10,random_10,6.002612157685914,0.04400624935811421,True,True,False,Optimization terminated successfully,0.0
audit_000,11,random_11,6.002612157685923,0.044006249379926414,True,True,False,Optimization terminated successfully,0.0
audit_000,12,random_12,6.002612157685931,0.04400624933456821,True,True,False,Optimization terminated successfully,0.0
audit_000,13,random_13,6.002612157685927,0.044006249339874126,True,True,False,Optimization terminated successfully,0.0
audit_000,14,random_14,6.002612157685915,0.04400624933462817,True,True,False,Optimization terminated successfully,0.0
audit_001,0,default,5.839669869830965,0.03271551563888857,True,True,False,Optimization terminated successfully,8.881784197001252e-16
audit_001,1,constant_0.0,5.839669869830984,0.03271551563771568,True,True,False,Optimization terminated successfully,0.0
audit_001,2,constant_2.5,5.839669869830975,0.03271551563807279,True,True,False,Optimization terminated successfully,0.0
audit_001,3,constant_5.0,5.839669869830968,0.03271551587288192,True,True,False,Optimization terminated successfully,0.0
audit_001,4,constant_7.5,5.8396698698309795,0.032715515639195086,True,True,False,Optimization terminated successfully,0.0
audit_001,5,constant_10.0,5.839669869830992,0.032715515637611776,True,True,False,Optimization terminated successfully,-8.881784197001252e-16
audit_001,6,ramp_up,5.839669869830982,0.032715515638316664,True,True,False,Optimization terminated successfully,0.0
audit_001,7,ramp_down,5.839669869830989,0.03271551563759142,True,True,False,Optimization terminated successfully,-8.881784197001252e-16
audit_001,8,alternating,5.839669869830972,0.03271551565103273,True,True,False,Optimization terminated successfully,0.0
audit_001,9,random_09,5.839669869830975,0.032715515637909205,True,True,False,Optimization terminated successfully,0.0
audit_001,10,random_10,5.8396698698309795,0.03271551585560364,True,True,False,Optimization terminated successfully,0.0
audit_001,11,random_11,5.83966986983099,0.032715515720134425,True,True,False,Optimization terminated successfully,-8.881784197001252e-16
audit_001,12,random_12,5.839669869830967,0.03271581123412248,True,True,False,Optimization terminated successfully,8.881784197001252e-16
audit_001,13,random_13,5.839669869830979,0.03271551563758685,True,True,False,Optimization terminated successfully,0.0
audit_001,14,random_14,5.839669869830976,0.032715515827986555,True,True,False,Optimization terminated successfully,0.0
audit_002,0,default,5.753952335384854,0.027899693609404915,True,True,False,Optimization terminated successfully,0.0
audit_002,1,constant_0.0,5.753952335384858,0.02789969360934913,True,True,False,Optimization terminated successfully,0.0
audit_002,2,constant_2.5,5.753952335384853,0.027899693609649345,True,True,False,Optimization terminated successfully,0.0
audit_002,3,constant_5.0,5.753952335384837,0.027899693612191516,True,True,False,Optimization terminated successfully,8.881784197001252e-16
